34.33	22	39.33
35.33	25	39
33.33	23.67	39
33.33	26	37.33
34.67	24.33	38.33
28	25	39.33
34	25.67	37
34	22.67	37.67
35.67	22.33	39
37	22.67	37.33
37.67	26.67	39.33
37	21.33	39.33
32	22.67	40
34.33	22	38.67
30.33	21.33	38.67
29.33	18.67	38.67
33.67	17.67	41.33
32.33	19	42.67
29.67	16.33	37
28.33	21.67	43
33	21.67	40.67
34	17.33	40.67
33.33	17.33	42
36.67	19.33	44
33.33	19.67	40
34	19	43
34	20.33	41
32	19.33	45.33
28	23	41.67
32.33	20.33	44.33
31.67	19.67	44.33
27.33	18.67	42.67
30	21.67	45
31.67	21.67	43.33
28.67	19.67	45.67
30	16.33	49
29.33	23.33	47
32.67	20.33	46
31.33	21	49.33
29.33	22.33	48.33
31.67	20.67	48
31.33	20.67	49.67
26.33	20	44
29.67	20.67	40
25	21	45.33
31.33	19.33	50.33
28.67	20	46.33
30	19.33	44
26	15.67	41.67
27	19.33	40.33
26.67	19.33	41.67
26.33	19.33	42
27.67	19	43
26	19.67	38.33
25	17.33	34.33
26.67	19	36.33
26.67	21.67	33
24.67	17.67	32.67
29.67	21	34
27	21	34.33
25.33	18	30.67
23.33	19.67	33.33
24	24	34
25.33	20.33	38.33
24.33	19.33	37.33
24.33	19.33	37.67
28	23.33	37.67
26.67	25.33	36.67
24	22	35.67
27.33	23	42
27.67	20.33	42.33
23	20.33	38.67
26	19.67	36.67
28.33	18.67	38
26	20.67	38
27.67	20.33	35.33
27	21	34.33
26	22.33	36.67
27	23.67	36.67
24.33	24.33	34.67
25.33	24	34.33
26	16.67	32
26.67	18	31.67
28.67	18.67	29.33
29	20	31.67
28.33	24.33	29.67
29.33	23.33	32.33
29	24	33
25.33	23.67	30.33
26.33	25	30
28.33	23.33	29
27.67	24	27.67
28	24	27.33
26.33	25	29.67
29.33	21.33	32
26	24.33	32
25.67	20.33	33
24	23	31.67
24.33	22.33	31.67
23.67	20	30
25.67	22.33	30.33
23	23.33	30.67
23.33	21	28.67
23.33	15.67	29.33
24	20	31.33
26	18.67	31
22	17.67	31
25	15	30.67
25	17.33	27
25	20.67	26
23	20	25.33
22	20	24
24.33	16	26.67
23.33	18.33	26.33
23.33	19	25.33
24	19	27.33
25.67	14.67	26.67
23	15	26
20.33	21.33	29.33
21	20.33	27.67
22.33	19.67	29.33
22.33	18	31.67
22.67	20.33	27.33
22	22	29.33
20.67	20.67	27.33
19.33	24.33	25.67
19.33	20.33	25.67
19	22.67	27
19.33	24.33	23.67
18.33	24.67	27.67
19	21.33	25.67
22.33	20.33	22.67
20.33	21.33	28.33
21.33	20.33	25.67
19	21	27.67
15	19.67	25
22	19	27.67
22.67	19.67	25
21.67	18	27.67
20.67	17.67	25
18.33	17.67	20.67
17.67	15	26.33
19.33	18.33	24.33
19.67	16.33	23.67
18	19	26
18	18	24
17	18	20
17	19.67	24.67
15.33	19.67	24
15.33	18	19.33
20	15.67	23.33
20	17.67	23.33
16	16.67	23.67
21.33	16.67	20
18.33	16.33	23
18	12.33	22.33
19.33	13.33	23
19.33	16.33	23
18.67	18	23.33
19.67	17.67	25.33
19	14.67	19.67
19.33	15.33	20.67
16.33	15.33	22
18.67	18.33	23.67
16.33	17.33	21.67
14	17.33	22
13.67	16.33	21.33
14.67	19	26.33
14.67	16.67	23
12.67	16.33	21.67
14.33	14.33	20
12.67	17.33	23
17.33	18	21.67
17.67	18	21.33
17.33	17	23.33
16	16.33	24
16	17.33	22.33
16	16.33	21
14	15.67	21.67
15.67	16.67	22
15.33	14.67	22
13	10.33	21.67
16.33	10.33	20.33
14.67	15.67	20.67
15	16.33	23.67
15	17.67	19.67
15	16.33	21
15	14.33	21.33
14.67	13.67	18
14	13.67	20
14	13.67	20
17.67	13.67	23
19.33	14.67	19.33
19.33	15	18.33
19.33	14.33	19
20.67	12	19.33
20.67	13.67	20.33
20.33	13.67	23
17.67	15	25.67
20	14.33	24
20	14.33	24.33
20	14.67	23
16.67	14.33	18.67
14.67	13	17
16.33	13	19
16.33	14	22
16	13	22.33
15.33	17	20
12.67	17	17
12.67	17	19.33
12.67	16.33	21
12.67	14.33	21.33
11.67	15.33	22
11.67	14.33	20.33
11.67	14.33	23.33
13.33	12	24.67
13.33	12	22
13	10	21.33
13	11.33	20.67
10.67	11.33	19.67
11.33	13	19.67
10.33	12.67	23.33
10.33	13.67	23.67
11.67	13.67	25.33
11.67	13.67	23.33
15	14	21.67
14	14.33	18.67
12.67	15.67	17.33
11	15.67	20.67
11	15.67	19.67
10.33	15.67	16.67
12	15.67	18.33
12	15	18
11.33	14	19.67
11.33	14	20
