12.33	11.67	13.33
12.33	12.33	14.33
12.33	12.33	16
12.33	10.33	16
12.33	11.67	13
13.67	11	13
13.33	10.33	14.67
13.33	12.67	17.33
14	12	17.33
14.67	12	18.33
14.67	12	13.33
14.67	13	14.67
14.67	13	11.33
15.67	17.33	10.33
15.67	16.33	15.33
13.33	17.33	16.67
14.67	17	18
13	15.33	18.33
13.33	15	21
12	13	17.33
12	14	14.67
12.33	14.67	15.67
12.67	14	14
12.67	15.67	16
12	17.33	19
12.67	17.33	19
12.67	18.67	19
12.33	15.67	18.67
13	15.67	18.33
13	15.67	16.67
12.33	14	16.67
12.67	17	17.33
11.67	14	18.67
13	13.67	18.67
12.33	13.67	14.33
12.33	14.67	15.33
13.33	14.67	15.33
13.33	16.67	19.33
13.33	15.33	22.33
14	16.67	22
13.33	15.33	24
13.33	16.33	25.33
14.67	16.33	22.33
13.67	13.33	21
13.67	13.33	21
14.67	12.67	20.67
14.67	12.33	22
15.33	14.67	20.67
14.33	14.67	22
14.33	14.67	19.67
14.33	15.67	21.33
14.33	15.67	19.67
14.33	12	17.67
15	12	17.67
16.33	12.33	20.33
16.33	13	17.33
16.33	13	13.67
16.33	13	16
16.33	13	16
16.33	13.33	17
14.67	10.33	17.67
15.33	12.67	16
15	13	16.33
14.33	15	17.67
14	14.67	15.33
15	15	14.33
15	13.67	17.33
15	12.67	19.33
15	14.33	17.67
15	14.67	17.67
15	13.33	19.67
16	13.33	19
16	16.33	20.67
16	17	22
16	14.33	21
17	14	18
17	14	19.33
17	13.67	19.33
17	13.33	18
17	13.67	18.67
17	13.67	17.67
13.67	13.67	17.67
13.67	13.67	17
13.67	13.67	17.67
13.67	13.67	16.33
13.67	13.67	15.33
13.67	13.67	15.33
13.67	13.33	15.33
13.67	12.33	15.67
14	12.33	17.33
14	12.33	13.67
14	12.33	13.67
14	12.33	13.67
14	16.67	17.33
14.33	17	17.33
14.33	17	16.33
14.33	16.67	13
14.33	14	14.67
14.33	14	14.33
14.33	13	12.67
14.33	14.33	12.67
14.33	12.33	14.67
14.33	15.33	14.67
14.33	15.33	10.33
14.33	12.33	10.33
14.33	12.33	10.33
14.33	12.33	11.33
14.33	13	11.33
14.33	13	10.33
14.33	13	13
14.33	13	12.33
14.33	12	12.33
14.33	12	12.33
14.33	12	12.33
14.33	12	12.33
14.33	12	12.33
14.33	12	12.33
14.33	12	10.67
14.33	11.67	10.67
14.33	11.67	10.67
15.5	11.67	10.67
15	11.33	10.67
12	12.33	10.67
12	12.33	10.67
14	11.67	13.67
14	15	15.5
14	15	15.5
14	17	15.5
14	19	16
14	19	19
14	19	19
9	19	19
15	19	8
15	19	14
15	19	12
15	19	12
15	19	12
15	19	12
11	19	12
11	16	12
11	16	11
11	16	11
11	16	11
11	16	11
11	16	20
11	16	20
11	16	15
11	16	15
11	16	15
11	11	18
11	11	18
11	11	12
11	11	12
11	11	19
11	11	19
11	11	19
11	11	19
11	11	19
11	11	15
11	11	15
11	15	15
11	15	15
11	15	15
11	15	15
11	15	12
11	12	12
11	14	12
11	14	11
11	11	11
11	11	11
11	11	11
11	11	12
11	11	12
11	11	9
11	11	11
11	11	11
11	11	7
11	11	7
11	11	7
11	9	7
11	9	7
11	9	7
11	9	7
11	9	7
11	9	7
11	9	7
11	9	7
11	9	8
11	9	8
11	9	8
11	9	8
11	9	8
11	9	8
11	9	8
11	9	8
11	9	8
11	9	8
11	9	8
11	9	8
11	9	8
