Time		Position	RSSI of BMTTVT_FET          RSSI of Tenda_HTVT          RSSI of TP-LINK_5268_VPK
16:25:57	134		-81 dBm                     -77 dBm                     -77 dBm
16:26:00	135		-87 dBm                     -76 dBm                     -73 dBm
16:26:02	136		-87 dBm                     -79 dBm                     -78 dBm
16:26:04	137		-81 dBm                     -82 dBm                     -73 dBm
16:26:07	138		-82 dBm                     -83 dBm                     -77 dBm
16:26:09	139		-82 dBm                     -83 dBm                     -77 dBm
16:26:12	140		-84 dBm                     -83 dBm                     -71 dBm
16:26:14	141		-84 dBm                     -83 dBm                     -76 dBm
16:26:17	142		-87 dBm                     -80 dBm                     -74 dBm
16:26:19	143		-81 dBm                     -80 dBm                     -79 dBm
16:26:21	144		-81 dBm                     -85 dBm                     -76 dBm
16:26:24	145		-81 dBm                     -85 dBm                     -76 dBm
16:26:26	146		-81 dBm                     -85 dBm                     -79 dBm
16:26:28	147		-84 dBm                     -85 dBm                     -79 dBm
16:26:31	148		-82 dBm                     -79 dBm                     -72 dBm
16:26:33	149		-82 dBm                     -79 dBm                     -79 dBm
16:26:35	150		-82 dBm                     -79 dBm                     -79 dBm
16:26:38	151		-82 dBm                     -80 dBm                     -79 dBm
16:26:40	152		-82 dBm                     -74 dBm                     -79 dBm
16:26:43	153		-89 dBm                     -77 dBm                     -79 dBm
16:26:45	154		-78 dBm                     -77 dBm                     -84 dBm
16:26:47	155		-76 dBm                     -82 dBm                     -78 dBm
16:26:50	156		-76 dBm                     -85 dBm                     -78 dBm
16:26:52	157		-79 dBm                     -85 dBm                     -71 dBm
16:26:55	158		-79 dBm                     -81 dBm                     -71 dBm
16:26:57	159		-81 dBm                     -76 dBm                     -76 dBm
16:26:59	160		-81 dBm                     -72 dBm                     -76 dBm
16:27:02	161		-81 dBm                     -85 dBm                     -78 dBm
16:27:04	162		-81 dBm                     -85 dBm                     -79 dBm
16:27:06	163		-79 dBm                     -85 dBm                     -79 dBm
16:27:09	164		-79 dBm                     -77 dBm                     -76 dBm
16:27:11	165		-86 dBm                     -81 dBm                     -76 dBm
16:27:14	166		-91 dBm                     -81 dBm                     -79 dBm
16:27:16	167		-91 dBm                     -85 dBm                     -80 dBm
16:27:18	168		-91 dBm                     -77 dBm                     -72 dBm
16:27:21	169		-91 dBm                     -84 dBm                     -76 dBm
16:27:23	170		-91 dBm                     -83 dBm                     -76 dBm
16:27:25	171		-86 dBm                     -89 dBm                     -81 dBm
16:27:28	172		-91 dBm                     -83 dBm                     -76 dBm
16:27:30	173		-84 dBm                     -83 dBm                     -80 dBm
16:27:33	174		-84 dBm                     -83 dBm                     -80 dBm
16:27:35	175		-87 dBm                     -83 dBm                     -79 dBm
16:27:38	176		-87 dBm                     -83 dBm                     -79 dBm
16:27:40	177		-87 dBm                     -80 dBm                     -79 dBm
16:27:43	178		-85 dBm                     -83 dBm                     -86 dBm
16:27:45	179		-88 dBm                     -85 dBm                     -79 dBm
16:27:47	180		-88 dBm                     -82 dBm                     -76 dBm
16:27:50	181		-88 dBm                     -88 dBm                     -76 dBm
16:27:53	182		-88 dBm                     -88 dBm                     -73 dBm
16:27:55	183		-88 dBm                     -88 dBm                     -83 dBm
16:27:58	184		-88 dBm                     -88 dBm                     -83 dBm
16:28:00	185		-87 dBm                     -86 dBm                     -75 dBm
16:28:02	186		-87 dBm                     -82 dBm                     -75 dBm
16:28:05	187		-91 dBm                     -82 dBm                     -82 dBm
16:28:07	188		-91 dBm                     -82 dBm                     -81 dBm
16:28:10	189		-91 dBm                     -82 dBm                     -82 dBm
16:28:12	190		-84 dBm                     -82 dBm                     -82 dBm
16:28:15	191		-84 dBm                     -82 dBm                     -82 dBm
16:28:17	192		-83 dBm                     -82 dBm                     -85 dBm
16:28:19	193		-78 dBm                     -82 dBm                     -85 dBm
16:28:22	194		-78 dBm                     -82 dBm                     -83 dBm
16:28:24	195		-78 dBm                     -84 dBm                     -83 dBm
16:28:27	196		-78 dBm                     -83 dBm                     -83 dBm
16:28:29	197		-78 dBm                     -83 dBm                     -77 dBm
16:28:31	198		-78 dBm                     -83 dBm                     -77 dBm
16:28:34	199		-86 dBm                     -83 dBm                     -77 dBm
16:28:36	200		-79 dBm                     -83 dBm                     -83 dBm
16:28:38	201		-79 dBm                     -83 dBm                     -83 dBm
16:28:41	202		-79 dBm                     -83 dBm                     -83 dBm
16:28:43	203		-79 dBm                     -83 dBm                     -83 dBm
16:28:46	204		-85 dBm                     -87 dBm                     -82 dBm
16:28:48	205		-83 dBm                     -87 dBm                     -72 dBm
16:28:50	206		-83 dBm                     -87 dBm                     -80 dBm
16:28:53	207		-83 dBm                     -85 dBm                     -80 dBm
16:28:55	208		-85 dBm                     -78 dBm                     -76 dBm
16:28:58	209		-85 dBm                     -78 dBm                     -82 dBm
16:29:00	210		-85 dBm                     -78 dBm                     -81 dBm
16:29:03	211		-85 dBm                     -78 dBm                     -81 dBm
16:29:05	212		-85 dBm                     -78 dBm                     -81 dBm
16:29:08	213		-85 dBm                     -86 dBm                     -81 dBm
16:29:10	214		-85 dBm                     -86 dBm                     -86 dBm
16:29:12	215		-85 dBm                     -88 dBm                     -77 dBm
16:29:15	216		-85 dBm                     -88 dBm                     -77 dBm
16:29:17	217		-85 dBm                     -88 dBm                     -77 dBm
16:29:20	218		-85 dBm                     -88 dBm                     -77 dBm
16:29:22	219		-85 dBm                     -88 dBm                     -79 dBm
16:29:24	220		-90 dBm                     -88 dBm                     -86 dBm
