Time		Position	RSSI of BMTTVT_FET          RSSI of Tenda_HTVT          RSSI of TP-LINK_5268_VPK
15:28:15	85		-77 dBm                     -71 dBm                     -74 dBm
15:28:17	86		-77 dBm                     -71 dBm                     -71 dBm
15:28:20	87		-72 dBm                     -63 dBm                     -74 dBm
15:28:22	88		-72 dBm                     -62 dBm                     -74 dBm
15:28:25	89		-72 dBm                     -68 dBm                     -71 dBm
15:28:27	90		-73 dBm                     -67 dBm                     -73 dBm
15:28:29	91		-76 dBm                     -61 dBm                     -67 dBm
15:28:31	92		-78 dBm                     -66 dBm                     -76 dBm
15:28:34	93		-78 dBm                     -63 dBm                     -76 dBm
15:28:36	94		-73 dBm                     -66 dBm                     -75 dBm
15:28:38	95		-73 dBm                     -70 dBm                     -71 dBm
15:28:41	96		-73 dBm                     -66 dBm                     -69 dBm
15:28:43	97		-77 dBm                     -70 dBm                     -69 dBm
15:28:45	98		-77 dBm                     -67 dBm                     -69 dBm
15:28:48	99		-71 dBm                     -68 dBm                     -71 dBm
15:28:50	100		-71 dBm                     -66 dBm                     -70 dBm
15:28:53	101		-71 dBm                     -66 dBm                     -74 dBm
15:28:55	102		-71 dBm                     -66 dBm                     -69 dBm
15:28:57	103		-71 dBm                     -67 dBm                     -70 dBm
15:29:00	104		-73 dBm                     -67 dBm                     -70 dBm
15:29:02	105		-73 dBm                     -62 dBm                     -71 dBm
15:29:04	106		-76 dBm                     -63 dBm                     -71 dBm
15:29:07	107		-82 dBm                     -66 dBm                     -71 dBm
15:29:09	108		-82 dBm                     -68 dBm                     -73 dBm
15:29:12	109		-82 dBm                     -65 dBm                     -73 dBm
15:29:14	110		-82 dBm                     -67 dBm                     -73 dBm
15:29:16	111		-82 dBm                     -68 dBm                     -70 dBm
15:29:19	112		-78 dBm                     -68 dBm                     -70 dBm
15:29:21	113		-78 dBm                     -68 dBm                     -70 dBm
15:29:23	114		-78 dBm                     -68 dBm                     -69 dBm
15:29:26	115		-72 dBm                     -66 dBm                     -67 dBm
15:29:28	116		-72 dBm                     -73 dBm                     -74 dBm
15:29:30	117		-72 dBm                     -72 dBm                     -74 dBm
15:29:33	118		-73 dBm                     -67 dBm                     -75 dBm
15:29:35	119		-73 dBm                     -67 dBm                     -75 dBm
15:29:38	120		-73 dBm                     -80 dBm                     -75 dBm
15:29:40	121		-73 dBm                     -70 dBm                     -72 dBm
15:29:42	122		-69 dBm                     -70 dBm                     -72 dBm
15:29:45	123		-69 dBm                     -68 dBm                     -71 dBm
15:29:47	124		-69 dBm                     -67 dBm                     -70 dBm
15:29:50	125		-70 dBm                     -72 dBm                     -70 dBm
15:29:52	126		-72 dBm                     -66 dBm                     -73 dBm
15:29:55	127		-68 dBm                     -70 dBm                     -73 dBm
15:29:57	128		-72 dBm                     -68 dBm                     -73 dBm
15:29:59	129		-77 dBm                     -73 dBm                     -71 dBm
15:30:02	130		-77 dBm                     -70 dBm                     -69 dBm
15:30:04	131		-79 dBm                     -83 dBm                     -69 dBm
15:30:06	132		-79 dBm                     -68 dBm                     -65 dBm
15:30:09	133		-70 dBm                     -68 dBm                     -67 dBm
15:30:11	134		-77 dBm                     -68 dBm                     -67 dBm
15:30:13	135		-77 dBm                     -77 dBm                     -66 dBm
15:30:15	136		-69 dBm                     -72 dBm                     -65 dBm
15:30:18	137		-67 dBm                     -73 dBm                     -65 dBm
15:30:20	138		-77 dBm                     -68 dBm                     -65 dBm
15:30:23	139		-74 dBm                     -79 dBm                     -65 dBm
15:30:25	140		-74 dBm                     -76 dBm                     -65 dBm
15:30:27	141		-72 dBm                     -68 dBm                     -75 dBm
15:30:30	142		-72 dBm                     -72 dBm                     -75 dBm
15:30:32	143		-72 dBm                     -68 dBm                     -73 dBm
15:30:34	144		-72 dBm                     -70 dBm                     -73 dBm
15:30:37	145		-72 dBm                     -71 dBm                     -67 dBm
15:30:39	146		-73 dBm                     -71 dBm                     -67 dBm
15:30:42	147		-70 dBm                     -71 dBm                     -70 dBm
15:30:44	148		-71 dBm                     -71 dBm                     -67 dBm
15:30:46	149		-70 dBm                     -78 dBm                     -67 dBm
15:30:49	150		-74 dBm                     -75 dBm                     -67 dBm
15:30:51	151		-70 dBm                     -80 dBm                     -68 dBm
15:30:53	152		-70 dBm                     -70 dBm                     -66 dBm
15:30:56	153		-72 dBm                     -72 dBm                     -71 dBm
15:30:58	154		-72 dBm                     -70 dBm                     -71 dBm
15:31:00	155		-75 dBm                     -79 dBm                     -65 dBm
15:31:03	156		-69 dBm                     -74 dBm                     -66 dBm
15:31:05	157		-65 dBm                     -74 dBm                     -61 dBm
15:31:08	158		-70 dBm                     -81 dBm                     -62 dBm
15:31:10	159		-67 dBm                     -81 dBm                     -62 dBm
15:31:12	160		-71 dBm                     -81 dBm                     -65 dBm
15:31:15	161		-74 dBm                     -81 dBm                     -62 dBm
15:31:17	162		-70 dBm                     -69 dBm                     -62 dBm
15:31:20	163		-66 dBm                     -79 dBm                     -59 dBm
15:31:22	164		-68 dBm                     -79 dBm                     -68 dBm
15:31:25	165		-65 dBm                     -69 dBm                     -69 dBm
15:31:27	166		-77 dBm                     -69 dBm                     -62 dBm
15:31:29	167		-68 dBm                     -69 dBm                     -57 dBm
15:31:32	168		-67 dBm                     -77 dBm                     -53 dBm
15:31:34	169		-69 dBm                     -75 dBm                     -75 dBm
15:31:36	170		-71 dBm                     -75 dBm                     -53 dBm
15:31:39	171		-71 dBm                     -75 dBm                     -53 dBm
15:31:41	172		-67 dBm                     -75 dBm                     -55 dBm
15:31:44	173		-67 dBm                     -75 dBm                     -51 dBm
15:31:46	174		-65 dBm                     -74 dBm                     -52 dBm
15:31:48	175		-67 dBm                     -74 dBm                     -52 dBm
15:31:51	176		-71 dBm                     -78 dBm                     -50 dBm
15:31:53	177		-64 dBm                     -83 dBm                     -49 dBm
15:31:55	178		-66 dBm                     -83 dBm                     -49 dBm
15:31:58	179		-66 dBm                     -80 dBm                     -48 dBm
15:32:00	180		-73 dBm                     -75 dBm                     -49 dBm
15:32:03	181		-64 dBm                     -75 dBm                     -54 dBm
15:32:05	182		-63 dBm                     -75 dBm                     -58 dBm
15:32:08	183		-65 dBm                     -82 dBm                     -63 dBm
15:32:10	184		-62 dBm                     -77 dBm                     -63 dBm
15:32:12	185		-68 dBm                     -77 dBm                     -65 dBm
15:32:15	186		-71 dBm                     -87 dBm                     -65 dBm
15:32:17	187		-71 dBm                     -87 dBm                     -65 dBm
15:32:20	188		-70 dBm                     -81 dBm                     -62 dBm
15:32:22	189		-70 dBm                     -78 dBm                     -68 dBm
15:32:25	190		-68 dBm                     -82 dBm                     -70 dBm
15:32:27	191		-67 dBm                     -76 dBm                     -68 dBm
15:32:30	192		-68 dBm                     -78 dBm                     -69 dBm
15:32:32	193		-78 dBm                     -75 dBm                     -74 dBm
15:32:34	194		-78 dBm                     -74 dBm                     -69 dBm
15:32:37	195		-61 dBm                     -91 dBm                     -72 dBm
15:32:39	196		-66 dBm                     -91 dBm                     -63 dBm
15:32:41	197		-72 dBm                     -91 dBm                     -66 dBm
15:32:44	198		-68 dBm                     -91 dBm                     -65 dBm
15:32:46	199		-68 dBm                     -91 dBm                     -68 dBm
15:32:48	200		-68 dBm                     -91 dBm                     -67 dBm
15:32:51	201		-65 dBm                     -79 dBm                     -68 dBm
15:32:53	202		-69 dBm                     -79 dBm                     -70 dBm
15:32:56	203		-70 dBm                     -88 dBm                     -67 dBm
15:32:58	204		-70 dBm                     -84 dBm                     -68 dBm
15:33:00	205		-74 dBm                     -79 dBm                     -65 dBm
15:33:03	206		-66 dBm                     -77 dBm                     -65 dBm
15:33:05	207		-66 dBm                     -77 dBm                     -67 dBm
15:33:07	208		-65 dBm                     -80 dBm                     -70 dBm
15:33:10	209		-65 dBm                     -80 dBm                     -70 dBm
15:33:12	210		-68 dBm                     -87 dBm                     -67 dBm
15:33:15	211		-65 dBm                     -87 dBm                     -70 dBm
15:33:17	212		-75 dBm                     -81 dBm                     -65 dBm
Done!!
