0	30	0
0	29	0
0	29	0
0	26	0
0	31	0
0	28	17
0	26	12
0	31	13
20	31	14
20	28	14
20	32	14
20	25	14
20	32	14
20	28	14
21	31	14
21	31	14
12	30	14
12	35	14
12	29	14
12	29	21
12	33	21
15	31	21
15	34	21
15	34	21
15	34	21
15	36	21
17	36	21
17	36	21
17	39	21
17	39	21
17	35	21
17	34	21
17	37	21
17	39	21
17	42	21
17	38	21
17	35	21
17	34	21
17	40	21
17	41	21
19	39	21
19	40	24
19	37	24
15	35	11
15	35	11
15	35	11
15	32	11
20	37	11
20	37	11
23	35	11
23	37	11
21	31	22
21	36	22
21	36	22
21	36	22
21	36	22
21	35	22
21	33	23
21	39	25
21	36	20
21	29	18
21	35	17
25	32	17
25	32	17
23	38	17
23	38	17
23	33	17
23	31	10
23	31	15
23	38	25
23	38	25
23	34	28
23	35	23
23	34	23
23	35	27
23	39	27
23	32	22
24	30	22
29	35	22
26	34	19
26	33	26
23	31	17
30	31	17
29	31	17
27	32	26
27	31	26
30	27	26
30	32	26
30	35	26
32	33	26
26	28	23
26	35	30
26	35	28
26	35	28
26	35	28
26	35	24
26	35	25
26	34	25
27	35	26
27	35	24
27	31	23
27	30	22
27	30	27
27	30	27
25	31	23
25	27	23
25	27	26
22	32	26
22	29	26
28	27	28
28	30	29
30	30	29
35	32	29
25	26	24
25	30	32
22	29	31
22	28	26
24	30	29
24	29	30
27	23	29
27	26	29
29	30	30
29	27	30
29	27	30
29	28	28
33	24	28
25	28	26
29	26	26
28	26	26
32	26	32
32	26	32
32	26	38
35	31	41
24	24	37
35	24	39
33	24	37
38	24	40
34	24	38
32	21	32
31	26	39
31	23	42
29	21	43
33	21	44
29	26	44
33	19	46
30	19	48
36	19	48
36	19	46
34	20	46
31	24	46
31	21	44
34	21	46
35	20	46
29	22	45
32	23	42
28	18	36
38	20	34
35	22	28
36	22	34
28	16	29
37	16	29
33	22	30
36	26	35
32	20	30
31	20	32
35	20	32
35	22	32
37	22	31
36	20	31
36	20	29
35	20	32
32	23	33
34	25	29
36	25	32
36	22	26
37	28	26
35	22	32
23	22	26
42	25	33
38	13	24
37	24	24
33	21	32
